opponent_actual_hand,player_actual_hand,opponent_progress,opponent_pattern,p2_nerv,config,overlap_pct,player_progress,player_pattern,p2_type,final_turn,shared_tiles,overlap_category,p1_nerv,p1_type
"Tile[Tile(""West Wind""), Tile(""West Wind""), Tile(""East Wind""), Tile(""White Dragon""), Tile(""North Wind""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""West Wind""), Tile(""5 Bamboo""), Tile(""Green Dragon""), Tile(""7 Dot""), Tile(""4 Character""), Tile(""9 Dot"")]","Tile[Tile(""5 Dot""), Tile(""1 Character""), Tile(""4 Character""), Tile(""7 Bamboo""), Tile(""5 Bamboo""), Tile(""4 Dot""), Tile(""South Wind""), Tile(""Flower""), Tile(""1 Dot""), Tile(""4 Character""), Tile(""Red Dragon""), Tile(""8 Character""), Tile(""2 Dot"")]",0.9285714285714286,NN EEE WWW SS 2025 - Bamboo,5,both,100.0,0.2857142857142857,NN EEE WWW SS 2025 - Bamboo,greedy,114,7,100% (Exact),3,bayesian
"Tile[Tile(""5 Bamboo""), Tile(""White Dragon""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""White Dragon""), Tile(""Flower""), Tile(""5 Bamboo""), Tile(""2 Character""), Tile(""White Dragon""), Tile(""5 Dot"")]","Tile[Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""Red Dragon""), Tile(""Green Dragon"")]",0.2857142857142857,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,5,both,100.0,0.8571428571428571,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,greedy,118,6,100% (Exact),3,bayesian
"Tile[Tile(""4 Character""), Tile(""2 Character""), Tile(""2 Character""), Tile(""3 Character""), Tile(""4 Bamboo""), Tile(""8 Bamboo""), Tile(""5 Dot""), Tile(""North Wind""), Tile(""Flower""), Tile(""4 Bamboo""), Tile(""9 Bamboo""), Tile(""6 Dot""), Tile(""6 Bamboo"")]","Tile[Tile(""4 Dot""), Tile(""4 Bamboo""), Tile(""4 Bamboo""), Tile(""4 Character""), Tile(""4 Dot""), Tile(""4 Character""), Tile(""Flower""), Tile(""4 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Dot""), Tile(""Flower""), Tile(""4 Dot"")]",0.2857142857142857,FFFF 44 444 444 44 - Bamboo/Character/Dot,5,both,100.0,0.8571428571428571,FFFF 44 444 444 44 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),3,bayesian
"Tile[Tile(""3 Character""), Tile(""3 Dot""), Tile(""3 Character""), Tile(""3 Dot""), Tile(""3 Dot""), Tile(""9 Bamboo""), Tile(""4 Bamboo""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""South Wind""), Tile(""4 Character""), Tile(""1 Bamboo""), Tile(""9 Character"")]","Tile[Tile(""Flower""), Tile(""3 Dot""), Tile(""3 Bamboo""), Tile(""3 Bamboo""), Tile(""3 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""3 Bamboo""), Tile(""3 Character""), Tile(""Flower"")]",0.42857142857142855,FFFF 33 333 333 33 - Bamboo/Character/Dot,3,both,100.0,0.7857142857142857,FFFF 33 333 333 33 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),3,bayesian
"Tile[Tile(""4 Character""), Tile(""4 Character""), Tile(""North Wind""), Tile(""1 Character""), Tile(""3 Character""), Tile(""3 Character""), Tile(""2 Character""), Tile(""1 Character""), Tile(""5 Character""), Tile(""2 Character""), Tile(""2 Character""), Tile(""4 Character""), Tile(""4 Bamboo"")]","Tile[Tile(""3 Character""), Tile(""3 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Character""), Tile(""Green Dragon""), Tile(""Red Dragon""), Tile(""Red Dragon""), Tile(""Flower""), Tile(""5 Character""), Tile(""8 Bamboo""), Tile(""Red Dragon"")]",0.7857142857142857,11 222 3333 444 55 - Character,3,both,100.0,0.2857142857142857,11 222 3333 444 55 - Character,greedy,118,5,100% (Exact),3,bayesian
"Tile[Tile(""8 Dot""), Tile(""Flower""), Tile(""8 Bamboo""), Tile(""Green Dragon""), Tile(""Green Dragon""), Tile(""8 Dot""), Tile(""8 Bamboo""), Tile(""8 Dot""), Tile(""Green Dragon""), Tile(""8 Character""), Tile(""Flower""), Tile(""8 Character""), Tile(""West Wind"")]","Tile[Tile(""2 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""8 Bamboo""), Tile(""4 Character""), Tile(""4 Character""), Tile(""8 Character""), Tile(""1 Dot""), Tile(""4 Character""), Tile(""1 Dot""), Tile(""1 Dot""), Tile(""7 Dot"")]",0.8571428571428571,FF 888 888 888 DDD - Bamboo/Character/Dot,3,both,100.0,0.2857142857142857,FF 888 888 888 DDD - Bamboo/Character/Dot,greedy,118,5,100% (Exact),3,bayesian
"Tile[Tile(""Flower""), Tile(""Flower""), Tile(""5 Dot""), Tile(""Flower""), Tile(""4 Bamboo""), Tile(""3 Bamboo""), Tile(""4 Bamboo""), Tile(""3 Bamboo""), Tile(""4 Dot""), Tile(""2 Bamboo""), Tile(""9 Bamboo""), Tile(""2 Bamboo""), Tile(""West Wind"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""4 Dot""), Tile(""4 Dot""), Tile(""4 Character""), Tile(""4 Character""), Tile(""6 Bamboo""), Tile(""8 Bamboo""), Tile(""4 Bamboo""), Tile(""4 Character""), Tile(""4 Dot""), Tile(""8 Bamboo"")]",0.42857142857142855,FFFF 44 444 444 44 - Bamboo/Character/Dot,3,both,100.0,0.7142857142857143,FFFF 44 444 444 44 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),3,bayesian
"Tile[Tile(""2 Character""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""2 Dot""), Tile(""2 Dot""), Tile(""White Dragon""), Tile(""White Dragon""), Tile(""White Dragon""), Tile(""8 Character""), Tile(""West Wind"")]","Tile[Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""2 Character""), Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""5 Dot""), Tile(""2 Dot""), Tile(""Red Dragon""), Tile(""8 Bamboo"")]",0.5714285714285714,FFFF 22 222 222 22 - Bamboo/Character/Dot,3,both,100.0,0.7142857142857143,FFFF 22 222 222 22 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),3,bayesian
"Tile[Tile(""8 Bamboo""), Tile(""Flower""), Tile(""6 Bamboo""), Tile(""8 Bamboo""), Tile(""Flower""), Tile(""8 Dot""), Tile(""8 Dot""), Tile(""8 Dot""), Tile(""7 Dot""), Tile(""6 Dot""), Tile(""7 Bamboo""), Tile(""7 Dot""), Tile(""White Dragon"")]","Tile[Tile(""2 Character""), Tile(""2 Bamboo""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""8 Bamboo""), Tile(""9 Dot""), Tile(""9 Dot""), Tile(""7 Bamboo""), Tile(""North Wind""), Tile(""4 Dot""), Tile(""6 Dot""), Tile(""5 Bamboo""), Tile(""White Dragon"")]",0.8571428571428571,FF 6 77 888 6 77 888 - Bamboo/Dot,3,both,100.0,0.2857142857142857,FF 6 77 888 6 77 888 - Bamboo/Dot,greedy,118,7,100% (Exact),3,bayesian
"Tile[Tile(""6 Bamboo""), Tile(""6 Bamboo""), Tile(""8 Bamboo""), Tile(""2 Bamboo""), Tile(""4 Character""), Tile(""4 Bamboo""), Tile(""4 Character""), Tile(""4 Dot""), Tile(""4 Character""), Tile(""8 Bamboo""), Tile(""4 Dot""), Tile(""2 Bamboo""), Tile(""4 Dot"")]","Tile[Tile(""4 Bamboo""), Tile(""4 Character""), Tile(""Flower""), Tile(""4 Bamboo""), Tile(""3 Bamboo""), Tile(""Flower""), Tile(""4 Dot""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""5 Bamboo""), Tile(""4 Bamboo"")]",0.5,FFFF 44 444 444 44 - Bamboo/Character/Dot,3,both,100.0,0.6428571428571429,FFFF 44 444 444 44 - Bamboo/Character/Dot,greedy,118,4,100% (Exact),3,bayesian
"Tile[Tile(""East Wind""), Tile(""North Wind""), Tile(""East Wind""), Tile(""4 Bamboo""), Tile(""4 Bamboo""), Tile(""3 Bamboo""), Tile(""3 Bamboo""), Tile(""1 Bamboo""), Tile(""4 Bamboo""), Tile(""6 Character""), Tile(""West Wind""), Tile(""Flower""), Tile(""6 Character"")]","Tile[Tile(""3 Character""), Tile(""3 Character""), Tile(""3 Bamboo""), Tile(""South Wind""), Tile(""3 Bamboo""), Tile(""Flower""), Tile(""West Wind""), Tile(""South Wind""), Tile(""5 Character""), Tile(""5 Character""), Tile(""3 Character""), Tile(""Flower""), Tile(""East Wind"")]",0.5,11 333 NEWS 333 55 - Bamboo/Character,none,neither,100.0,0.7142857142857143,11 333 NEWS 333 55 - Bamboo/Character,random_commit,118,8,100% (Exact),none,bayesian
"Tile[Tile(""6 Bamboo""), Tile(""White Dragon""), Tile(""Green Dragon""), Tile(""3 Character""), Tile(""North Wind""), Tile(""Red Dragon""), Tile(""Flower""), Tile(""4 Dot""), Tile(""7 Dot""), Tile(""5 Bamboo""), Tile(""North Wind""), Tile(""8 Character""), Tile(""Flower"")]","Tile[Tile(""6 Bamboo""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""South Wind""), Tile(""East Wind""), Tile(""East Wind""), Tile(""9 Dot""), Tile(""3 Dot""), Tile(""1 Dot""), Tile(""2 Dot""), Tile(""Flower""), Tile(""7 Bamboo""), Tile(""8 Character"")]",0.14285714285714285,FFFF 44 444 444 44 - Bamboo/Character/Dot,none,neither,100.0,0.5714285714285714,FFFF 44 444 444 44 - Bamboo/Character/Dot,random_commit,109,4,100% (Exact),none,bayesian
"Tile[Tile(""4 Character""), Tile(""7 Character""), Tile(""6 Character""), Tile(""Flower""), Tile(""4 Dot""), Tile(""Red Dragon""), Tile(""9 Character""), Tile(""East Wind""), Tile(""West Wind""), Tile(""2 Character""), Tile(""7 Dot""), Tile(""2 Dot""), Tile(""5 Bamboo"")]","Tile[Tile(""3 Dot""), Tile(""3 Character""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""Green Dragon""), Tile(""Green Dragon""), Tile(""3 Character""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""3 Character""), Tile(""Flower""), Tile(""3 Bamboo""), Tile(""8 Character"")]",0.14285714285714285,FF 333 333 333 DDD - Bamboo/Character/Dot,none,neither,100.0,0.9285714285714286,FF 333 333 333 DDD - Bamboo/Character/Dot,random_commit,117,5,100% (Exact),none,bayesian
"Tile[Tile(""1 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""1 Character""), Tile(""1 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""Red Dragon""), Tile(""Green Dragon""), Tile(""Red Dragon""), Tile(""Flower""), Tile(""Red Dragon""), Tile(""1 Dot"")]","Tile[Tile(""1 Dot""), Tile(""1 Character""), Tile(""1 Character""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""Flower""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""Flower""), Tile(""1 Bamboo""), Tile(""1 Dot""), Tile(""1 Dot""), Tile(""Green Dragon"")]",0.5714285714285714,FFFF 11 111 111 11 - Bamboo/Character/Dot,none,neither,100.0,0.7857142857142857,FFFF 11 111 111 11 - Bamboo/Character/Dot,random_commit,118,4,100% (Exact),none,bayesian
"Tile[Tile(""Green Dragon""), Tile(""3 Dot""), Tile(""3 Character""), Tile(""Flower""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Character""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""3 Dot""), Tile(""Flower""), Tile(""3 Character""), Tile(""South Wind"")]","Tile[Tile(""3 Bamboo""), Tile(""Flower""), Tile(""Flower""), Tile(""3 Character""), Tile(""3 Bamboo""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""Green Dragon""), Tile(""White Dragon""), Tile(""Flower""), Tile(""2 Character"")]",0.6428571428571429,FFFF 33 333 333 33 - Bamboo/Character/Dot,none,neither,100.0,0.7142857142857143,FFFF 33 333 333 33 - Bamboo/Character/Dot,random_commit,118,4,100% (Exact),none,bayesian
"Tile[Tile(""2 Dot""), Tile(""South Wind""), Tile(""7 Dot""), Tile(""6 Bamboo""), Tile(""Flower""), Tile(""8 Dot""), Tile(""2 Dot""), Tile(""3 Dot""), Tile(""1 Character""), Tile(""East Wind""), Tile(""6 Character""), Tile(""6 Dot""), Tile(""7 Character"")]","Tile[Tile(""5 Dot""), Tile(""3 Bamboo""), Tile(""9 Character""), Tile(""5 Character""), Tile(""5 Dot""), Tile(""1 Character""), Tile(""5 Character""), Tile(""7 Character""), Tile(""3 Bamboo""), Tile(""7 Dot""), Tile(""1 Bamboo""), Tile(""1 Dot""), Tile(""3 Dot"")]",0.21428571428571427,11 33 55 77 99 33 33 - Character/Bamboo/Dot,none,neither,100.0,0.7142857142857143,11 33 55 77 99 33 33 - Character/Bamboo/Dot,random_commit,115,7,100% (Exact),none,bayesian
"Tile[Tile(""5 Character""), Tile(""7 Dot""), Tile(""West Wind""), Tile(""2 Dot""), Tile(""Red Dragon""), Tile(""5 Dot""), Tile(""West Wind""), Tile(""5 Character""), Tile(""4 Character""), Tile(""East Wind""), Tile(""7 Character""), Tile(""4 Bamboo""), Tile(""3 Character"")]","Tile[Tile(""3 Bamboo""), Tile(""3 Bamboo""), Tile(""3 Character""), Tile(""3 Dot""), Tile(""3 Dot""), Tile(""3 Bamboo""), Tile(""3 Dot""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""Green Dragon""), Tile(""3 Character""), Tile(""Green Dragon""), Tile(""Flower"")]",0.07142857142857142,FF 333 333 333 DDD - Bamboo/Character/Dot,none,neither,100.0,0.9285714285714286,FF 333 333 333 DDD - Bamboo/Character/Dot,random_commit,118,5,100% (Exact),none,bayesian
"Tile[Tile(""White Dragon""), Tile(""4 Dot""), Tile(""6 Dot""), Tile(""White Dragon""), Tile(""8 Bamboo""), Tile(""2 Bamboo""), Tile(""4 Character""), Tile(""Green Dragon""), Tile(""6 Bamboo""), Tile(""9 Character""), Tile(""3 Bamboo""), Tile(""6 Dot""), Tile(""4 Bamboo"")]","Tile[Tile(""2 Dot""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Green Dragon""), Tile(""Green Dragon""), Tile(""2 Bamboo"")]",0.21428571428571427,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,none,neither,100.0,0.8571428571428571,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,random_commit,118,6,100% (Exact),none,bayesian
"Tile[Tile(""9 Dot""), Tile(""3 Character""), Tile(""1 Character""), Tile(""9 Bamboo""), Tile(""5 Bamboo""), Tile(""8 Bamboo""), Tile(""3 Dot""), Tile(""9 Dot""), Tile(""5 Character""), Tile(""Green Dragon""), Tile(""3 Bamboo""), Tile(""4 Character""), Tile(""South Wind"")]","Tile[Tile(""South Wind""), Tile(""8 Bamboo""), Tile(""White Dragon""), Tile(""9 Character""), Tile(""West Wind""), Tile(""6 Character""), Tile(""4 Bamboo""), Tile(""Red Dragon""), Tile(""White Dragon""), Tile(""9 Character""), Tile(""Red Dragon""), Tile(""Red Dragon""), Tile(""4 Bamboo"")]",0.5,FF 2468 DD 2468 DD - Bamboo/Character,none,neither,100.0,0.14285714285714285,FF 2468 DD 2468 DD - Bamboo/Character,random_commit,104,11,100% (Exact),none,bayesian
"Tile[Tile(""5 Bamboo""), Tile(""4 Dot""), Tile(""8 Dot""), Tile(""3 Bamboo""), Tile(""1 Dot""), Tile(""5 Dot""), Tile(""Red Dragon""), Tile(""5 Character""), Tile(""1 Character""), Tile(""7 Character""), Tile(""North Wind""), Tile(""East Wind""), Tile(""West Wind"")]","Tile[Tile(""Flower""), Tile(""2 Character""), Tile(""Flower""), Tile(""6 Dot""), Tile(""3 Character""), Tile(""1 Character""), Tile(""South Wind""), Tile(""5 Bamboo""), Tile(""East Wind""), Tile(""Green Dragon""), Tile(""3 Dot""), Tile(""3 Bamboo""), Tile(""White Dragon"")]",0.21428571428571427,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,none,neither,100.0,0.7142857142857143,FF 2222 D 2222 D 22 - Bamboo/Character/Dot,random_commit,108,6,100% (Exact),none,bayesian
"Tile[Tile(""Flower""), Tile(""6 Bamboo""), Tile(""7 Bamboo""), Tile(""Red Dragon""), Tile(""4 Bamboo""), Tile(""1 Bamboo""), Tile(""6 Dot""), Tile(""5 Dot""), Tile(""Flower""), Tile(""1 Character""), Tile(""7 Bamboo""), Tile(""6 Bamboo""), Tile(""North Wind"")]","Tile[Tile(""2 Dot""), Tile(""2 Bamboo""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""2 Dot""), Tile(""2 Character""), Tile(""2 Character""), Tile(""8 Bamboo""), Tile(""2 Dot""), Tile(""Flower""), Tile(""2 Bamboo""), Tile(""Flower""), Tile(""Flower"")]",0.2857142857142857,FFFF 2468 222 222 - Bamboo/Character/Dot,none,p1_only,100.0,0.7857142857142857,FFFF 2468 222 222 - Bamboo/Character/Dot,random_commit,118,7,100% (Exact),10,bayesian
"Tile[Tile(""8 Character""), Tile(""East Wind""), Tile(""4 Character""), Tile(""White Dragon""), Tile(""5 Dot""), Tile(""6 Bamboo""), Tile(""2 Character""), Tile(""1 Bamboo""), Tile(""East Wind""), Tile(""4 Dot""), Tile(""2 Dot""), Tile(""Red Dragon""), Tile(""Green Dragon"")]","Tile[Tile(""1 Character""), Tile(""3 Dot""), Tile(""4 Character""), Tile(""6 Bamboo""), Tile(""5 Dot""), Tile(""8 Bamboo""), Tile(""9 Bamboo""), Tile(""6 Dot""), Tile(""6 Character""), Tile(""2 Dot""), Tile(""7 Dot""), Tile(""7 Dot""), Tile(""South Wind"")]",0.42857142857142855,NN EEE WWW SS 2025 - Bamboo,none,p1_only,100.0,0.2857142857142857,NN EEE WWW SS 2025 - Bamboo,random_commit,99,7,100% (Exact),10,bayesian
"Tile[Tile(""3 Character""), Tile(""Flower""), Tile(""8 Character""), Tile(""6 Bamboo""), Tile(""South Wind""), Tile(""2 Bamboo""), Tile(""4 Character""), Tile(""East Wind""), Tile(""1 Bamboo""), Tile(""1 Character""), Tile(""3 Dot""), Tile(""2 Character""), Tile(""9 Bamboo"")]","Tile[Tile(""2 Character""), Tile(""1 Character""), Tile(""2 Bamboo""), Tile(""1 Bamboo""), Tile(""1 Dot""), Tile(""1 Bamboo""), Tile(""1 Dot""), Tile(""7 Character""), Tile(""9 Dot""), Tile(""7 Dot""), Tile(""9 Bamboo""), Tile(""Flower""), Tile(""9 Bamboo"")]",0.21428571428571427,FFFF 11 111 111 11 - Bamboo/Character/Dot,none,p1_only,100.0,0.6428571428571429,FFFF 11 111 111 11 - Bamboo/Character/Dot,random_commit,113,4,100% (Exact),10,bayesian
"Tile[Tile(""9 Character""), Tile(""3 Character""), Tile(""5 Character""), Tile(""5 Bamboo""), Tile(""1 Character""), Tile(""Red Dragon""), Tile(""4 Character""), Tile(""West Wind""), Tile(""East Wind""), Tile(""1 Character""), Tile(""8 Dot""), Tile(""Red Dragon""), Tile(""1 Dot"")]","Tile[Tile(""3 Bamboo""), Tile(""3 Character""), Tile(""5 Character""), Tile(""3 Dot""), Tile(""Flower""), Tile(""7 Character""), Tile(""3 Bamboo""), Tile(""3 Character""), Tile(""5 Character""), Tile(""4 Character""), Tile(""8 Dot""), Tile(""East Wind""), Tile(""Flower"")]",0.5,11 33 55 77 99 33 33 - Character/Bamboo/Dot,none,p1_only,100.0,0.6428571428571429,11 33 55 77 99 33 33 - Character/Bamboo/Dot,random_commit,115,7,100% (Exact),10,bayesian
"Tile[Tile(""9 Character""), Tile(""1 Dot""), Tile(""2 Character""), Tile(""1 Character""), Tile(""9 Character""), Tile(""6 Character""), Tile(""2 Dot""), Tile(""5 Dot""), Tile(""9 Bamboo""), Tile(""6 Character""), Tile(""6 Bamboo""), Tile(""1 Dot""), Tile(""3 Dot"")]","Tile[Tile(""5 Character""), Tile(""7 Character""), Tile(""4 Bamboo""), Tile(""6 Bamboo""), Tile(""4 Bamboo""), Tile(""Flower""), Tile(""7 Dot""), Tile(""South Wind""), Tile(""1 Bamboo""), Tile(""7 Bamboo""), Tile(""4 Dot""), Tile(""9 Dot""), Tile(""1 Bamboo"")]",0.5,FF 4 55 666 4 55 666 - Bamboo/Character,none,p1_only,100.0,0.42857142857142855,FF 4 55 666 4 55 666 - Bamboo/Character,random_commit,104,7,100% (Exact),10,bayesian
"Tile[Tile(""3 Bamboo""), Tile(""7 Bamboo""), Tile(""5 Bamboo""), Tile(""9 Character""), Tile(""Green Dragon""), Tile(""6 Character""), Tile(""8 Bamboo""), Tile(""1 Dot""), Tile(""2 Character""), Tile(""4 Dot""), Tile(""7 Bamboo""), Tile(""6 Character""), Tile(""9 Dot"")]","Tile[Tile(""7 Character""), Tile(""7 Bamboo""), Tile(""7 Dot""), Tile(""Green Dragon""), Tile(""7 Dot""), Tile(""9 Dot""), Tile(""2 Bamboo""), Tile(""4 Bamboo""), Tile(""1 Character""), Tile(""2 Bamboo""), Tile(""8 Character""), Tile(""7 Character""), Tile(""8 Bamboo"")]",0.7142857142857143,11 33 55 77 99 33 33 - Bamboo/Character/Dot,none,p1_only,100.0,0.7142857142857143,11 33 55 77 99 33 33 - Bamboo/Character/Dot,random_commit,108,7,100% (Exact),10,bayesian
"Tile[Tile(""1 Dot""), Tile(""5 Character""), Tile(""5 Character""), Tile(""1 Character""), Tile(""3 Dot""), Tile(""6 Dot""), Tile(""5 Bamboo""), Tile(""2 Dot""), Tile(""4 Bamboo""), Tile(""9 Dot""), Tile(""West Wind""), Tile(""West Wind""), Tile(""9 Character"")]","Tile[Tile(""1 Character""), Tile(""Flower""), Tile(""7 Bamboo""), Tile(""1 Bamboo""), Tile(""3 Character""), Tile(""1 Bamboo""), Tile(""West Wind""), Tile(""1 Character""), Tile(""2 Bamboo""), Tile(""7 Bamboo""), Tile(""East Wind""), Tile(""2 Dot""), Tile(""8 Character"")]",0.21428571428571427,11 33 55 77 99 11 11 - Character/Bamboo/Dot,none,p1_only,100.0,0.35714285714285715,11 33 55 77 99 11 11 - Character/Bamboo/Dot,random_commit,99,7,100% (Exact),10,bayesian
"Tile[Tile(""5 Bamboo""), Tile(""1 Bamboo""), Tile(""South Wind""), Tile(""Flower""), Tile(""7 Bamboo""), Tile(""6 Dot""), Tile(""6 Bamboo""), Tile(""9 Character""), Tile(""1 Bamboo""), Tile(""4 Dot""), Tile(""8 Bamboo""), Tile(""4 Bamboo""), Tile(""7 Character"")]","Tile[Tile(""4 Dot""), Tile(""4 Dot""), Tile(""4 Character""), Tile(""4 Bamboo""), Tile(""Flower""), Tile(""4 Bamboo""), Tile(""Flower""), Tile(""4 Character""), Tile(""4 Character""), Tile(""4 Bamboo""), Tile(""4 Character""), Tile(""4 Dot""), Tile(""Flower"")]",0.21428571428571427,FFFF 44 444 444 44 - Bamboo/Character/Dot,none,p1_only,100.0,0.8571428571428571,FFFF 44 444 444 44 - Bamboo/Character/Dot,random_commit,118,4,100% (Exact),5,bayesian
"Tile[Tile(""2 Dot""), Tile(""Red Dragon""), Tile(""6 Bamboo""), Tile(""8 Character""), Tile(""Green Dragon""), Tile(""3 Character""), Tile(""2 Dot""), Tile(""3 Bamboo""), Tile(""4 Dot""), Tile(""5 Bamboo""), Tile(""2 Character""), Tile(""South Wind""), Tile(""8 Dot"")]","Tile[Tile(""Flower""), Tile(""Flower""), Tile(""3 Character""), Tile(""4 Dot""), Tile(""3 Dot""), Tile(""White Dragon""), Tile(""5 Bamboo""), Tile(""8 Dot""), Tile(""1 Dot""), Tile(""4 Bamboo""), Tile(""6 Bamboo""), Tile(""Red Dragon""), Tile(""7 Dot"")]",0.21428571428571427,FF 33 44 33 44 33 44 - Bamboo/Character/Dot,none,p1_only,100.0,0.7142857142857143,FF 33 44 33 44 33 44 - Bamboo/Character/Dot,random_commit,112,7,100% (Exact),5,bayesian
"Tile[Tile(""White Dragon""), Tile(""Red Dragon""), Tile(""Flower""), Tile(""6 Dot""), Tile(""Green Dragon""), Tile(""Green Dragon""), Tile(""Flower""), Tile(""Flower""), Tile(""7 Dot""), Tile(""6 Dot""), Tile(""8 Dot""), Tile(""Flower""), Tile(""White Dragon"")]","Tile[Tile(""3 Character""), Tile(""Flower""), Tile(""Red Dragon""), Tile(""Red Dragon""), Tile(""1 Character""), Tile(""White Dragon""), Tile(""2 Character""), Tile(""2 Character""), Tile(""White Dragon""), Tile(""3 Character""), Tile(""Flower""), Tile(""Red Dragon""), Tile(""Green Dragon"")]",0.5,FF 123 DD DDD DDDD - Character,none,p1_only,100.0,0.7142857142857143,FF 123 DD DDD DDDD - Character,random_commit,118,7,100% (Exact),5,bayesian
"Tile[Tile(""4 Dot""), Tile(""North Wind""), Tile(""West Wind""), Tile(""5 Dot""), Tile(""Flower""), Tile(""1 Dot""), Tile(""5 Dot""), Tile(""9 Dot""), Tile(""2 Dot""), Tile(""7 Character""), Tile(""2 Bamboo""), Tile(""7 Character""), Tile(""Red Dragon"")]","Tile[Tile(""9 Bamboo""), Tile(""3 Bamboo""), Tile(""9 Dot""), Tile(""9 Bamboo""), Tile(""6 Bamboo""), Tile(""9 Bamboo""), Tile(""9 Bamboo""), Tile(""6 Character""), Tile(""6 Dot""), Tile(""1 Bamboo""), Tile(""1 Bamboo""), Tile(""White Dragon""), Tile(""9 Character"")]",0.35714285714285715,FFFF 99 999 999 99 - Bamboo/Character/Dot,none,p1_only,100.0,0.7142857142857143,FFFF 99 999 999 99 - Bamboo/Character/Dot,random_commit,113,4,100% (Exact),5,bayesian
"Tile[Tile(""3 Dot""), Tile(""9 Character""), Tile(""4 Bamboo""), Tile(""3 Bamboo""), Tile(""9 Bamboo""), Tile(""Green Dragon""), Tile(""5 Character""), Tile(""9 Bamboo""), Tile(""4 Character""), Tile(""4 Dot""), Tile(""West Wind""), Tile(""2 Bamboo""), Tile(""8 Character"")]","Tile[Tile(""5 Dot""), Tile(""3 Dot""), Tile(""9 Dot""), Tile(""5 Character""), Tile(""1 Character""), Tile(""8 Dot""), Tile(""Flower""), Tile(""5 Character""), Tile(""2 Bamboo""), Tile(""7 Dot""), Tile(""East Wind""), Tile(""4 Character""), Tile(""2 Dot"")]",0.2857142857142857,11 33 55 77 99 11 11 - Dot/Bamboo/Character,none,p1_only,100.0,0.7142857142857143,11 33 55 77 99 11 11 - Dot/Bamboo/Character,random_commit,110,7,100% (Exact),5,bayesian
